7.534,0.440533,-0.155623,8.85855,FALSE
8.072,0.414197,-0.169988,8.99981,FALSE
8.52,0.328006,-0.1652,8.89446,FALSE
8.966,0.399832,-0.11971,9.0022,FALSE
9.416,0.42138,-0.232238,8.91601,FALSE
9.866,0.409409,-0.177171,8.98783,FALSE
10.315,0.361524,-0.160412,9.00699,FALSE
10.764,0.40462,-0.110133,9.16022,FALSE
11.212,0.35913,-0.217872,8.93755,FALSE
11.661,0.368707,-0.205901,9.11233,FALSE
12.112,0.42138,-0.19393,9.02135,FALSE
12.562,0.378284,-0.117316,9.0022,FALSE
13.012,0.373495,-0.117316,8.96868,FALSE
13.462,0.220267,0.519542,9.08839,FALSE
13.992,0.562637,-0.201113,9.05487,FALSE
14.437,0.430956,-0.122104,9.07402,FALSE
14.882,0.579397,-0.023942,9.02853,FALSE
15.329,0.481235,-0.0670376,8.97586,FALSE
15.775,0.452504,-0.148441,9.05248,FALSE
16.221,0.438139,-0.0646434,9.04769,FALSE
16.667,0.162806,-0.112527,8.93037,FALSE
17.112,0.497994,-0.0622493,8.99262,FALSE
17.558,0.265756,-0.059855,8.98783,FALSE
18.003,0.804452,-0.0407014,9.0836,FALSE
18.448,0.893037,-0.126893,9.10515,FALSE
18.895,0.426168,-0.452504,9.03811,FALSE
19.422,0.150835,0.0957681,8.85376,FALSE
19.867,1.13725,-0.258574,9.01896,FALSE
20.312,0.112527,-1.82678,8.92558,FALSE
20.756,0.632069,-0.881066,8.11395,FALSE
21.203,0.416591,0.0167594,9.29908,FALSE
21.649,0.363919,-0.782904,9.0022,FALSE
22.093,0.363919,-0.395043,9.16261,FALSE
22.541,1.06303,0.799664,8.65743,FALSE
22.988,0.995988,0.339977,8.74602,FALSE
23.432,2.0662,0.071826,8.20972,FALSE
23.879,0.667982,-0.203507,7.52019,FALSE
24.326,4.68545,1.7741,8.10437,FALSE
24.773,0.696713,-0.778116,8.00142,FALSE
25.219,3.04782,0.538695,8.39647,FALSE
25.75,-0.984017,-1.02711,8.0493,FALSE
26.199,-5.71017,1.05824,6.02381,FALSE
26.647,2.4373,2.02549,8.49702,FALSE
27.095,5.61919,1.72383,7.03895,FALSE
27.543,-0.160412,1.4868,8.81784,FALSE
27.991,-8.37013,3.05979,2.54504,TRUE
28.339,-8.77235,4.18985,-0.301669,TRUE
28.686,-5.79397,4.97515,4.32632,TRUE
29.034,1.73101,2.85868,7.72609,FALSE
29.484,4.41251,1.41737,7.48188,FALSE
29.934,5.21697,0.988805,7.40527,FALSE
30.38,4.84108,1.26653,7.53455,FALSE
30.832,-3.59609,3.65355,7.17064,FALSE
31.365,-7.19218,5.1212,3.09091,TRUE
31.715,-3.7972,2.88262,7.54413,FALSE
32.164,0.474052,2.29125,8.99502,FALSE
32.612,-7.70694,5.20978,3.5937,TRUE
32.962,-6.91446,6.87854,-2.03986,TRUE
33.311,-7.21373,4.6639,-7.1419,TRUE
33.66,-2.22421,4.46997,-8.97107,TRUE
34.007,-0.624887,3.39258,-10.2496,TRUE
34.356,-0.356736,3.64637,-10.6877,TRUE
34.707,-2.95684,5.3271,-8.89685,TRUE
35.053,-6.06212,6.03339,0.19393,TRUE
35.399,-5.90889,4.71418,6.06212,FALSE
35.846,0.0574608,0.725443,9.31345,FALSE
36.296,-0.687136,-2.08296,7.67821,FALSE
36.828,0.177171,-0.215478,9.58638,FALSE
37.277,0.828394,-0.160412,8.81784,FALSE
37.724,0.902614,-0.158017,8.93755,FALSE
38.174,0.553061,-0.19393,8.99981,FALSE
38.625,0.737414,-0.0383072,8.97586,FALSE
39.075,0.502782,-0.122104,8.95192,FALSE
39.524,0.596156,-0.107739,8.98783,FALSE
39.972,0.486023,-0.150835,9.11473,FALSE
40.423,0.696713,-0.169988,8.94713,FALSE
40.872,0.507571,-0.0814029,9.01417,FALSE
41.321,0.624887,-0.0143652,8.95432,FALSE
41.769,0.519542,-0.102951,8.95432,FALSE
42.216,0.591368,-0.335188,9.23444,FALSE
42.754,0.428562,-0.122104,8.98065,FALSE
43.206,0.517148,0.225055,8.97586,FALSE
43.658,0.263362,-0.143652,8.97586,FALSE
44.107,0.442927,-0.648829,8.97586,FALSE
44.553,-0.68953,-0.636858,9.03811,FALSE
45.003,0.610522,0.174777,9.22007,FALSE
45.455,0.502782,0.656011,8.76517,FALSE
45.906,0.42138,-0.519542,9.02375,FALSE
46.356,0.308852,0.0742203,8.98783,FALSE
46.806,0.430956,-0.146046,8.99262,FALSE
47.253,0.430956,-0.158017,8.93755,FALSE
47.703,0.395043,-0.105345,9.05727,FALSE
48.152,0.440533,-0.114922,8.9591,FALSE
48.69,0.411803,-0.117316,8.94234,FALSE
49.14,0.378284,-0.169988,8.94713,FALSE
49.592,0.390255,-0.117316,9.09079,FALSE
50.042,0.507571,-0.268151,9.08839,FALSE
50.493,0.428562,-0.114922,9.19852,FALSE
50.943,0.387861,-0.112527,9.00938,FALSE
51.391,0.373495,-0.162806,8.94953,FALSE
51.84,0.447716,-0.167594,9.01417,FALSE
52.292,0.426168,-0.158017,9.00699,FALSE
52.744,0.47884,-0.141258,8.97826,FALSE
53.195,0.407014,-0.158017,8.9615,FALSE
53.645,0.416591,-0.162806,9.09318,FALSE
54.096,0.476446,-0.0933739,8.99981,FALSE
54.593,0.440533,-0.169988,9.02614,FALSE
55.046,0.423774,-0.150835,8.94713,FALSE
55.498,0.42138,-0.131681,9.01656,FALSE
55.947,0.418985,-0.208296,8.98783,FALSE
56.402,0.426168,-0.138864,8.98544,FALSE
56.853,0.387861,-0.117316,9.00459,FALSE
57.305,0.426168,-0.148441,9.0022,FALSE
57.757,0.399832,-0.11971,8.84897,FALSE
58.208,0.445322,-0.11971,9.00938,FALSE
58.66,0.418985,-0.0861913,8.99262,FALSE
59.113,0.390255,-0.1652,9.03333,FALSE
59.564,0.430956,-0.189142,8.99262,FALSE
60.096,0.399832,-0.150835,8.99741,FALSE
