60.541,0.399832,-0.131681,9.0022,FALSE
60.986,0.593762,-0.241814,9.18176,FALSE
61.432,0.339977,0.507571,8.73884,FALSE
61.877,1.86269,0.371101,8.3821,FALSE
62.326,1.98479,0.931345,9.21049,FALSE
62.773,0.97444,-0.169988,8.9591,FALSE
63.22,0.849942,-0.0407014,8.93277,FALSE
63.666,0.806846,0.0047884,9.05966,FALSE
64.114,0.787692,0.023942,9.03811,FALSE
64.56,0.720655,-1.07021,8.9591,FALSE
65.008,2.03986,-2.67672,8.01579,FALSE
65.458,1.37906,-1.83875,10.4674,FALSE
65.905,0.0622493,-1.62806,8.85136,FALSE
66.438,0.905008,-1.9824,8.31746,FALSE
66.888,1.1157,-1.29526,8.40125,FALSE
